,caseID,taskID,originator,eventtype,date,time
10955,739,FirstContact,Monica,complete,1970-01-05,10:09
10956,311,SendTicketToFinAdmin,System,complete,1970-01-10,19:52
10958,106,MakeTicket,Monica,complete,1970-01-05,16:55
10959,389,RepairReady,System,complete,1970-01-05,6:31
10960,47,InformClientSurvey,System,complete,1970-01-06,5:17
10962,109,InternRepair,Anne,complete,1970-01-11,12:24
10963,115,FirstContact,Dian,complete,1970-01-06,3:14
10964,444,FirstContact,Dian,complete,1970-01-07,5:49
10967,530,TicketReady,System,complete,1970-01-14,1:10
10968,700,MakeTicket,Monica,complete,1970-01-06,11:27
10969,253,InformClientSurvey,System,complete,1970-01-02,19:17
10970,651,FirstContact,Monica,complete,1970-01-04,9:55
10971,10,InformClientSurvey,System,complete,1970-01-08,20:45
10972,245,Survey,Paul,complete,1970-01-04,12:49
10974,216,SendTicketToFinAdmin,System,complete,1970-01-03,14:53
10975,233,Survey,John,complete,1970-01-06,9:00
10976,733,ReadyInformClient,System,complete,1970-01-09,1:29
10977,820,MakeTicket,Dian,complete,1970-01-04,14:21
10979,535,MakeTicket,Monica,complete,1970-01-02,14:01
10980,285,InformClientSurvey,System,complete,1970-01-04,2:37
10981,174,ImmediateRepair,Eric,complete,1970-01-07,17:24
10982,729,InformClientSurvey,System,complete,1970-01-05,21:27
10984,976,SendTicketToFinAdmin,System,complete,1970-01-06,11:08
10985,980,SendTicketToFinAdmin,System,complete,1970-01-12,7:14
10986,772,ArrangeSurvey,Monica,complete,1970-01-08,6:49
10987,831,InternRepair,Edd,complete,1970-01-10,17:46
10988,174,ReadyInformClient,System,complete,1970-01-07,22:43
10989,674,FirstContact,Dian,complete,1970-01-05,8:10
10991,59,FirstContact,Monica,complete,1970-01-05,5:31
10992,367,InformClientSurvey,System,complete,1970-01-02,6:55
10995,390,InternRepair,Paul,complete,1970-01-13,9:42
10996,845,ReadyInformClient,System,complete,1970-01-03,20:48
10997,363,RepairReady,System,complete,1970-01-07,16:01
10999,779,Survey,Anne,complete,1970-01-02,22:37
11000,898,ImmediateRepair,Anne,complete,1970-01-10,8:34
11001,320,ReadyInformClient,System,complete,1970-01-05,19:05
11005,915,TicketReady,System,complete,1970-01-12,10:46
11006,527,SendTicketToFinAdmin,System,complete,1970-01-02,12:05
11007,717,InternRepair,Edd,complete,1970-01-16,9:48
11008,36,MakeTicket,Monica,complete,1970-01-03,6:37
11011,20,InformClientSurvey,System,complete,1970-01-07,19:07
11012,114,InternRepair,Barbara,complete,1970-01-14,0:50
11014,587,ReadyInformClient,System,complete,1970-01-02,2:07
11015,440,Survey,Jacky,complete,1970-01-08,5:11
11016,282,SendTicketToFinAdmin,System,complete,1970-01-11,8:02
11017,293,SendTicketToFinAdmin,System,complete,1970-01-06,10:14
11018,546,SendTicketToFinAdmin,System,complete,1970-01-10,16:14
11021,275,FirstContact,Dian,complete,1970-01-06,4:23
11022,34,RepairReady,System,complete,1970-01-08,15:14
11023,906,ArrangeSurvey,Monica,complete,1970-01-03,2:45
11024,175,ReadyInformClient,System,complete,1970-01-11,17:24
11025,684,ArrangeSurvey,Dian,complete,1970-01-07,8:31
11027,607,InformClientSurvey,System,complete,1970-01-02,22:46
11028,630,TicketReady,System,complete,1970-01-04,12:16
11029,18,Survey,Edd,complete,1970-01-12,7:12
11030,500,TicketReady,System,complete,1970-01-15,9:45
11031,908,InternRepair,Edd,complete,1970-01-02,19:37
11033,360,Survey,Barbara,complete,1970-01-13,9:58
11034,907,RepairReady,System,complete,1970-01-05,0:47
11036,860,InformClientSurvey,System,complete,1970-01-05,19:56
11037,658,Survey,Cindy,complete,1970-01-15,3:42
11038,584,ArrangeSurvey,Monica,complete,1970-01-03,2:49
11039,755,SendTicketToFinAdmin,System,complete,1970-01-11,18:42
11040,746,Survey,Jacky,complete,1970-01-01,10:13
11041,580,FirstContact,Monica,complete,1970-01-07,6:16
11042,733,Survey,Anne,complete,1970-01-08,14:54
11043,617,InternRepair,Paul,complete,1970-01-20,1:19
11044,93,SendTicketToFinAdmin,System,complete,1970-01-15,6:31
11045,913,ArrangeSurvey,Dian,complete,1970-01-02,14:03
11046,744,ArrangeSurvey,Monica,complete,1970-01-07,20:31
11049,818,InformClientSurvey,System,complete,1970-01-05,1:38
11050,316,InternRepair,Paul,complete,1970-01-05,11:13
11051,361,Survey,Anne,complete,1970-01-05,9:49
11052,59,ArrangeSurvey,Monica,complete,1970-01-05,17:46
11053,363,SendTicketToFinAdmin,System,complete,1970-01-07,22:35
11054,127,SendTicketToFinAdmin,System,complete,1970-01-05,22:37
11055,968,MakeTicket,Monica,complete,1970-01-04,10:59
11057,180,MakeTicket,Dian,complete,1970-01-01,21:06
11058,141,Survey,Edd,complete,1970-01-04,10:42
11059,36,InformClientSurvey,System,complete,1970-01-03,14:34
11060,681,TicketReady,System,complete,1970-01-19,10:59
11062,890,ReadyInformClient,System,complete,1970-01-20,7:38
11063,104,MakeTicket,Dian,complete,1970-01-04,3:17
11065,222,Survey,Jacky,complete,1970-01-12,17:28
11067,627,ArrangeSurvey,Dian,complete,1970-01-05,17:47
11068,723,InformClientWrongPlace,Dian,complete,1970-01-03,10:53
11069,908,ReadyInformClient,System,complete,1970-01-03,0:37
11070,902,ArrangeSurvey,Dian,complete,1970-01-07,14:07
11073,422,MakeTicket,Monica,complete,1970-01-05,6:57
11075,120,InformClientSurvey,System,complete,1970-01-03,1:49
11076,586,MakeTicket,Dian,complete,1970-01-03,17:03
11078,743,ReadyInformClient,System,complete,1970-01-10,11:00
11079,106,ArrangeSurvey,Monica,complete,1970-01-05,16:59
11081,37,SendTicketToFinAdmin,System,complete,1970-01-09,0:19
11082,722,RepairReady,System,complete,1970-01-08,11:53
11085,955,FirstContact,Dian,complete,1970-01-08,4:06
11086,443,FirstContact,Monica,complete,1970-01-06,10:28
11089,390,RepairReady,System,complete,1970-01-13,13:42
11091,245,TicketReady,System,complete,1970-01-04,19:53
11092,139,InformClientSurvey,System,complete,1970-01-06,7:42
11094,338,InternRepair,Paul,complete,1970-01-10,16:51
11095,79,Survey,Cindy,complete,1970-01-04,5:36
11096,778,ReadyInformClient,System,complete,1970-01-18,12:01
11097,341,InternRepair,Edd,complete,1970-01-05,5:12
11099,423,ArrangeSurvey,Monica,complete,1970-01-02,23:26
11100,554,ArrangeSurvey,Monica,complete,1970-01-02,21:09
11101,209,MakeTicket,Dian,complete,1970-01-07,21:19
11104,855,InformClientSurvey,System,complete,1970-01-05,15:57
11105,677,ImmediateRepair,Anne,complete,1970-01-13,2:49
11107,719,Survey,Anne,complete,1970-01-02,17:19
11109,593,SendTicketToFinAdmin,System,complete,1970-01-05,9:29
11112,338,FirstContact,Dian,complete,1970-01-04,6:33
11115,522,ImmediateRepair,Anne,complete,1970-01-03,3:29
11118,168,ImmediateRepair,Anne,complete,1970-01-12,18:49
11120,667,Survey,Nick,complete,1970-01-04,14:40
11122,195,TicketReady,System,complete,1970-01-10,17:14
11125,951,Survey,Nick,complete,1970-01-05,4:03
11126,362,TicketReady,System,complete,1970-01-09,18:12
11127,979,InformClientSurvey,System,complete,1970-01-02,13:25
11129,537,InformClientSurvey,System,complete,1970-01-08,4:06
11132,760,InternRepair,Paul,complete,1970-01-07,12:01
11133,968,RepairReady,System,complete,1970-01-15,13:47
11134,515,Survey,Anne,complete,1970-01-07,8:34
11135,884,MakeTicket,Dian,complete,1970-01-05,19:02
11136,19,ReadyInformClient,System,complete,1970-01-14,6:40
11137,882,ReadyInformClient,System,complete,1970-01-13,2:34
11141,795,Survey,Paul,complete,1970-01-01,14:05
11144,698,FirstContact,Dian,complete,1970-01-01,18:26
11145,785,RepairReady,System,complete,1970-01-15,10:00
11146,665,FirstContact,Dian,complete,1970-01-06,10:59
11147,856,InformClientSurvey,System,complete,1970-01-07,12:39
11148,269,TicketReady,System,complete,1970-01-16,10:32
11150,652,TicketReady,System,complete,1970-01-04,9:29
11151,881,Survey,Anne,complete,1970-01-08,15:29
11152,432,InternRepair,Edd,complete,1970-01-11,12:50
11156,824,TicketReady,System,complete,1970-01-17,0:23
11158,969,InformClientSurvey,System,complete,1970-01-03,18:07
11161,742,ImmediateRepair,Anne,complete,1970-01-09,1:38
11162,727,InformClientSurvey,System,complete,1970-01-04,0:30
11163,628,MakeTicket,Dian,complete,1970-01-05,5:12
11164,603,SendTicketToFinAdmin,System,complete,1970-01-12,12:15
11165,749,TicketReady,System,complete,1970-01-02,11:52
11167,610,ArrangeSurvey,Monica,complete,1970-01-03,21:03
11168,435,SendTicketToFinAdmin,System,complete,1970-01-06,4:55
11169,777,ReadyInformClient,System,complete,1970-01-15,19:37
11170,113,RepairReady,System,complete,1970-01-13,4:04
11172,665,InformClientSurvey,System,complete,1970-01-06,11:09
11173,539,SendTicketToFinAdmin,System,complete,1970-01-18,22:43
11174,560,RepairReady,System,complete,1970-01-06,4:28
11176,896,Survey,Edd,complete,1970-01-16,10:43
11177,852,FirstContact,Dian,complete,1970-01-03,15:04
11178,267,ReadyInformClient,System,complete,1970-01-13,23:45
11179,308,TicketReady,System,complete,1970-01-19,8:18
11180,253,SendTicketToFinAdmin,System,complete,1970-01-04,1:49
11181,496,ReadyInformClient,System,complete,1970-01-07,21:08
11182,720,TicketReady,System,complete,1970-01-09,13:50
11183,758,ReadyInformClient,System,complete,1970-01-17,19:49
11184,81,Survey,Barbara,complete,1970-01-12,14:50
11185,855,FirstContact,Monica,complete,1970-01-05,0:09
11187,435,ArrangeSurvey,Dian,complete,1970-01-02,1:56
11188,826,RepairReady,System,complete,1970-01-09,1:16
11190,625,InformClientSurvey,System,complete,1970-01-04,18:53
11191,696,Survey,Lex,complete,1970-01-03,19:31
11192,492,MakeTicket,Monica,complete,1970-01-06,2:10
11193,807,Survey,Ben,complete,1970-01-04,19:39
11197,540,RepairReady,System,complete,1970-01-01,22:10
11199,227,ReadyInformClient,System,complete,1970-01-11,9:15
11200,728,SendTicketToFinAdmin,System,complete,1970-01-08,17:00
11201,274,ArrangeSurvey,Monica,complete,1970-01-08,4:13
11202,626,ArrangeSurvey,Dian,complete,1970-01-03,15:24
11204,725,InformClientSurvey,System,complete,1970-01-07,8:57
11206,503,SendTicketToFinAdmin,System,complete,1970-01-11,1:41
11207,308,InternRepair,Edd,complete,1970-01-19,5:41
11211,359,TicketReady,System,complete,1970-01-11,6:31
11212,56,SendTicketToFinAdmin,System,complete,1970-01-10,10:52
11213,441,InternRepair,Paul,complete,1970-01-15,1:12
11214,42,MakeTicket,Monica,complete,1970-01-01,13:43
11215,297,TicketReady,System,complete,1970-01-03,0:23
11216,764,ReadyInformClient,System,complete,1970-01-04,3:24
11217,87,ArrangeSurvey,Dian,complete,1970-01-02,21:10
11218,31,TicketReady,System,complete,1970-01-04,0:30
11220,181,InformClientSurvey,System,complete,1970-01-05,13:39
11221,303,MakeTicket,Monica,complete,1970-01-03,15:15
11222,83,InternRepair,Cindy,complete,1970-01-19,18:03
11223,984,MakeTicket,Dian,complete,1970-01-07,16:35
11224,558,InformClientSurvey,System,complete,1970-01-03,0:52
11225,19,ImmediateRepair,Anne,complete,1970-01-13,23:36
11226,117,FirstContact,Monica,complete,1970-01-03,23:23
11231,657,ReadyInformClient,System,complete,1970-01-16,19:47
11232,821,ReadyInformClient,System,complete,1970-01-09,21:28
11233,160,Survey,John,complete,1970-01-07,23:14
11235,257,FirstContact,Monica,complete,1970-01-02,18:05
11236,38,ArrangeSurvey,Dian,complete,1970-01-02,4:35
11242,44,ImmediateRepair,Jacky,complete,1970-01-06,4:54
11243,273,RepairReady,System,complete,1970-01-11,23:41
11244,730,ReadyInformClient,System,complete,1970-01-12,22:51
11245,69,InformClientSurvey,System,complete,1970-01-04,8:26
11246,782,InformClientSurvey,System,complete,1970-01-04,4:50
11247,596,RepairReady,System,complete,1970-01-13,23:00
11249,11,ImmediateRepair,Anne,complete,1970-01-07,15:22
11250,873,RepairReady,System,complete,1970-01-05,3:54
11252,467,FirstContact,Dian,complete,1970-01-06,22:29
11253,380,Survey,Ben,complete,1970-01-06,21:31
11254,975,TicketReady,System,complete,1970-01-13,8:49
11255,968,Survey,Paul,complete,1970-01-15,3:17
11257,257,Survey,Edd,complete,1970-01-03,19:14
11258,708,FirstContact,Monica,complete,1970-01-04,6:19
11259,532,ImmediateRepair,Jacky,complete,1970-01-03,7:34
11260,925,ArrangeSurvey,Monica,complete,1970-01-05,13:29
11261,597,InformClientSurvey,System,complete,1970-01-07,0:58
11264,321,MakeTicket,Dian,complete,1970-01-08,2:23
11265,100,FirstContact,Monica,complete,1970-01-01,23:11
11268,647,ArrangeSurvey,Monica,complete,1970-01-02,19:26
11270,636,Survey,Jacky,complete,1970-01-02,19:06
11271,181,InternRepair,Edd,complete,1970-01-14,5:28
11272,649,MakeTicket,Monica,complete,1970-01-01,22:26
11273,753,Survey,Cindy,complete,1970-01-08,22:36
11275,651,InformClientSurvey,System,complete,1970-01-04,10:02
11276,785,InternRepair,John,complete,1970-01-15,10:00
11277,786,TicketReady,System,complete,1970-01-03,22:41
11281,511,RepairReady,System,complete,1970-01-15,6:53
11284,54,TicketReady,System,complete,1970-01-02,22:58
11285,822,InformClientSurvey,System,complete,1970-01-05,4:30
11287,799,MakeTicket,Monica,complete,1970-01-03,5:20
11288,252,RepairReady,System,complete,1970-01-05,23:01
11289,5,ImmediateRepair,Anne,complete,1970-01-10,1:10
11290,373,Survey,Anne,complete,1970-01-13,9:01
11291,907,Survey,Paul,complete,1970-01-04,2:14
11292,329,InformClientSurvey,System,complete,1970-01-05,12:55
11293,334,RepairReady,System,complete,1970-01-18,7:17
11294,121,TicketReady,System,complete,1970-01-05,21:10
11296,14,MakeTicket,Monica,complete,1970-01-04,0:31
11298,185,SendTicketToFinAdmin,System,complete,1970-01-11,6:46
11299,465,InformClientWrongPlace,Monica,complete,1970-01-04,15:36
11300,57,Survey,Edd,complete,1970-01-17,3:36
11301,992,SendTicketToFinAdmin,System,complete,1905-05-23,0:00
11302,874,FirstContact,Dian,complete,1970-01-07,22:49
11304,158,SendTicketToFinAdmin,System,complete,1970-01-17,1:16
11305,548,Survey,Barbara,complete,1970-01-05,21:43
11307,252,TicketReady,System,complete,1970-01-06,6:22
11310,878,InformClientSurvey,System,complete,1970-01-04,5:00
11312,722,ReadyInformClient,System,complete,1970-01-08,14:38
11313,539,InformClientSurvey,System,complete,1970-01-06,4:23
11314,28,ArrangeSurvey,Monica,complete,1970-01-05,17:35
11316,402,Survey,Anne,complete,1970-01-06,11:02
11317,783,ImmediateRepair,Anne,complete,1970-01-03,4:56
11318,524,InformClientSurvey,System,complete,1970-01-07,10:19
11319,656,InternRepair,John,complete,1970-01-09,1:40
11324,586,RepairReady,System,complete,1970-01-04,14:02
11325,166,SendTicketToFinAdmin,System,complete,1970-01-04,23:12
11326,164,InformClientSurvey,System,complete,1970-01-08,0:09
11327,613,Survey,Anne,complete,1970-01-03,9:56
11328,738,SendTicketToFinAdmin,System,complete,1970-01-08,5:06
11329,418,MakeTicket,Dian,complete,1970-01-07,10:23
11330,770,Survey,Paul,complete,1970-01-03,4:10
11331,901,FirstContact,Monica,complete,1970-01-04,15:02
11332,76,Survey,Barbara,complete,1970-01-11,22:39
11333,43,ReadyInformClient,System,complete,1970-01-02,15:51
11335,41,TicketReady,System,complete,1970-01-02,7:55
11336,472,ImmediateRepair,Anne,complete,1970-01-07,23:44
11337,129,ArrangeSurvey,Dian,complete,1970-01-06,16:22
11338,573,SendTicketToFinAdmin,System,complete,1970-01-05,13:56
11339,89,FirstContact,Monica,complete,1970-01-03,8:09
11341,115,InformClientSurvey,System,complete,1970-01-06,3:27
11343,376,SendTicketToFinAdmin,System,complete,1970-01-02,1:47
11344,478,MakeTicket,Monica,complete,1970-01-06,23:55
11345,957,SendTicketToFinAdmin,System,complete,1970-01-10,18:16
11346,713,MakeTicket,Dian,complete,1970-01-04,17:06
11347,985,MakeTicket,Dian,complete,1970-01-02,4:54
11349,116,SendTicketToFinAdmin,System,complete,1970-01-09,16:19
11350,972,SendTicketToFinAdmin,System,complete,1970-01-12,3:13
11351,635,InternRepair,Cindy,complete,1970-01-20,4:37
11353,153,RepairReady,System,complete,1970-01-07,7:43
11354,664,Survey,Ben,complete,1970-01-04,8:12
11356,648,FirstContact,Dian,complete,1970-01-06,6:52
11357,641,Survey,Nick,complete,1970-01-06,5:32
11358,659,TicketReady,System,complete,1970-01-13,13:22
11359,3,RepairReady,System,complete,1970-01-06,23:30
11360,293,MakeTicket,Dian,complete,1970-01-02,21:17
11361,115,ImmediateRepair,Anne,complete,1970-01-10,4:01
11362,367,FirstContact,Monica,complete,1970-01-02,3:19
11363,440,ReadyInformClient,System,complete,1970-01-08,13:19
11364,237,RepairReady,System,complete,1970-01-14,9:56
11365,505,MakeTicket,Monica,complete,1970-01-07,15:07
11366,29,TicketReady,System,complete,1970-01-07,14:00
11369,221,ArrangeSurvey,Monica,complete,1970-01-01,21:49
11371,415,MakeTicket,Monica,complete,1970-01-06,13:46
11374,380,RepairReady,System,complete,1970-01-07,5:31
11376,210,ImmediateRepair,Barbara,complete,1970-01-10,16:51
11377,933,ReadyInformClient,System,complete,1970-01-08,11:57
11378,428,MakeTicket,Dian,complete,1970-01-06,12:01
11379,636,ArrangeSurvey,Dian,complete,1970-01-02,10:08
11380,736,MakeTicket,Dian,complete,1970-01-04,7:13
11381,502,FirstContact,Monica,complete,1970-01-01,10:11
11382,680,FirstContact,Monica,complete,1970-01-07,11:31
11383,674,RepairReady,System,complete,1970-01-06,0:37
11384,469,ImmediateRepair,Barbara,complete,1970-01-06,5:27
11385,7,InformClientWrongPlace,Monica,complete,1970-01-07,9:21
11386,70,ImmediateRepair,Anne,complete,1970-01-14,2:58
11387,592,InternRepair,John,complete,1970-01-10,17:49
11388,148,FirstContact,Dian,complete,1970-01-02,22:30
11389,675,SendTicketToFinAdmin,System,complete,1970-01-01,22:09
11391,922,RepairReady,System,complete,1970-01-05,7:13
11392,923,Survey,Nick,complete,1970-01-03,22:01
11393,455,ArrangeSurvey,Monica,complete,1970-01-03,7:39
11394,696,RepairReady,System,complete,1970-01-03,20:37
11395,779,RepairReady,System,complete,1970-01-03,0:37
11397,604,TicketReady,System,complete,1970-01-13,20:46
11398,102,MakeTicket,Monica,complete,1970-01-05,13:59
11400,568,RepairReady,System,complete,1970-01-09,9:18
11401,310,MakeTicket,Monica,complete,1970-01-04,2:57
11402,207,FirstContact,Dian,complete,1970-01-07,8:47
11407,268,RepairReady,System,complete,1970-01-11,21:51
11408,84,InformClientSurvey,System,complete,1970-01-07,12:50
11409,523,FirstContact,Dian,complete,1970-01-03,18:53
11410,993,FirstContact,Dian,complete,1970-01-05,18:13
11411,78,InformClientSurvey,System,complete,1970-01-06,8:40
11414,4,ArrangeSurvey,Monica,complete,1970-01-03,8:32
11415,643,TicketReady,System,complete,1970-01-14,7:14
11417,680,SendTicketToFinAdmin,System,complete,1970-01-09,22:49
11419,735,SendTicketToFinAdmin,System,complete,1970-01-06,18:00
11421,254,ImmediateRepair,Barbara,complete,1970-01-10,7:41
11422,544,ReadyInformClient,System,complete,1970-01-05,20:49
11423,542,MakeTicket,Monica,complete,1970-01-02,16:37
11425,854,RepairReady,System,complete,1970-01-09,4:35
11426,112,ArrangeSurvey,Monica,complete,1970-01-08,4:19
11427,557,TicketReady,System,complete,1970-01-07,13:28
11428,808,ArrangeSurvey,Dian,complete,1970-01-03,0:55
11430,628,RepairReady,System,complete,1970-01-13,7:09
11432,507,SendTicketToFinAdmin,System,complete,1970-01-01,22:05
11435,732,SendTicketToFinAdmin,System,complete,1970-01-08,12:25
11436,840,FirstContact,Dian,complete,1970-01-05,4:15
11437,134,ReadyInformClient,System,complete,1970-01-03,21:25
11438,312,InformClientWrongPlace,Monica,complete,1970-01-06,5:15
11439,895,FirstContact,Monica,complete,1970-01-05,0:44
11440,323,MakeTicket,Dian,complete,1970-01-05,18:42
11441,399,InformClientSurvey,System,complete,1970-01-05,19:18
